Date,FIPS,Week,Dist_Total,Dist_Janssen,Dist_Moderna,Dist_Pfizer,Given_Total,Given_Janssen,Given_Moderna,Given_Pfizer
2021-04-30,36,17,18743625,1002400,8003900,9737325,15636609,595876,6736120,8301715
2021-04-30,42,17,12618775,904400,5387600,6326775,10051650,340540,4324897,5385959
2021-04-30,34,17,8623605,474500,3613600,4535505,7302231,274477,3178518,3848761
2021-04-30,9,17,3875845,228900,1597300,2049645,3220725,123107,1326808,1770557
2021-04-30,31,17,1782480,96700,737300,948480,1412904,52173,601005,757307
2021-04-30,44,17,1130875,54800,470600,605475,913120,37927,385128,490041
2021-04-30,10,17,976405,54200,415400,506805,759503,33642,306593,419044
2021-04-30,29,17,5325495,276500,2213500,2835495,3985417,120632,1578089,2286350
2021-04-30,8,17,5395910,291600,2331800,2772510,4442828,145113,2008711,2287840
2021-04-30,25,17,7304740,384900,3064300,3855540,6174851,212624,2652763,3309370
2021-04-30,56,17,479485,31400,233000,215085,356057,11386,172936,171551
2021-04-30,11,17,863315,44800,339400,479115,601789,20725,234641,346386
2021-04-30,1,17,4088030,246200,1795500,2046330,2591163,74183,1234231,1282749
2021-04-30,46,17,899255,53800,410800,434655,699187,18343,320872,359959
2021-04-30,27,17,4972860,268000,2090300,2614560,4354128,195800,1853034,2305059
2021-04-30,40,17,3740005,193300,1632000,1914705,2681258,69486,1248978,1362760
2021-04-30,53,17,7203050,408000,3115400,3679650,5828363,197192,2497673,3129908
2021-04-30,49,17,2540220,142000,1115900,1282320,2116254,84772,916770,1114712
2021-04-30,38,17,643330,31700,293000,318630,562151,21792,247219,293140
2021-04-30,48,17,25401725,1596800,10549800,13255125,18885671,655888,8307111,9921924
2021-04-30,20,17,2749525,143200,1226700,1379625,2015317,57700,932351,1024732
2021-04-30,37,17,9698070,550300,4072700,5075070,6981220,235534,2925424,3819933
2021-04-30,45,17,4523435,258400,1879600,2385435,3241756,98515,1304362,1837824
2021-04-30,5,17,2636070,158400,1166100,1311570,1787295,54811,839230,892803
2021-04-30,23,17,1367680,86000,602300,679380,1183324,71239,524842,587104
2021-04-30,17,17,12065595,713700,5045400,6306495,9445420,308853,4043257,5088273
2021-04-29,50,17,671950,41100,297400,333450,556060,23822,247119,284595
2021-04-29,51,17,8010395,431400,3362900,4216095,6540658,215974,2747104,3575778
2021-04-29,12,17,20311695,1348600,8452400,10510695,15013785,538738,6541551,7909759
2021-04-29,26,17,9338570,528200,3996600,4813770,7023900,229440,3066649,3726558
2021-04-29,32,17,2499700,148000,1053000,1298700,2026997,71541,858509,1096947
2021-04-29,37,17,9580050,549700,4020800,5009550,6888208,235088,2890345,3762446
2021-04-29,25,17,7186080,384400,3037400,3764280,6087168,211620,2620246,3255210
2021-04-29,54,17,1640115,98000,751000,791115,1160310,19094,560181,581035
2021-04-29,18,17,5443410,337800,2251200,2854410,4089471,132024,1724924,2224596
2021-04-29,15,17,1465070,70300,601900,792870,1209189,20856,424121,670452
2021-04-29,24,17,5918070,316200,2441700,3160170,4733768,187406,2027739,2515576
2021-04-29,42,17,12499395,900500,5370400,6228495,9931324,336760,4273317,5320993
2021-04-29,38,17,641960,31600,292900,317460,557851,21740,245491,290620
2021-04-29,56,17,478185,31400,231700,215085,353401,11328,171766,170127
2021-04-29,55,17,5189475,283300,2229800,2676375,4580372,171264,1966206,2442436
2021-04-29,35,17,2049565,124400,874700,1050465,1774298,45961,794390,931746
2021-04-29,21,17,3906775,222100,1686900,1997775,3110315,107028,1401977,1601007
2021-04-29,20,17,2727885,143100,1219200,1365585,1997118,57389,926002,1013201
2021-04-29,36,17,18561285,981100,7927100,9653085,15410701,589282,6652199,8166369
2021-04-29,4,17,6536895,373100,2864200,3299595,5024348,134272,2196310,2690866
2021-04-29,39,17,10493195,542900,4408200,5542095,8255989,290994,3551965,4405583
2021-04-29,9,17,3832005,226800,1581300,2023905,3184543,122077,1313350,1748865
2021-04-29,40,17,3722765,193300,1628800,1900665,2666794,69007,1240589,1357164
2021-04-29,16,17,1419415,87700,610800,720915,1066942,30579,476397,559476
2021-04-29,5,17,2628460,158400,1162000,1308060,1772085,54678,831965,884999
2021-04-29,28,17,2415815,151200,1087400,1177215,1565428,44972,756037,763559
2021-04-29,34,17,8501525,460800,3568400,4472325,7217144,272348,3143794,3800527
2021-04-29,41,17,3823165,239600,1667300,1916265,3007184,95226,1315011,1595370
2021-04-29,6,17,38562350,2268300,16355300,19938750,29957450,1084751,13234547,15634857
2021-04-29,23,17,1362340,84200,601100,677040,1165567,70538,517869,577028
2021-04-29,53,17,7152780,407200,3102200,3643380,5747171,195411,2466660,3081542
2021-04-29,46,17,894985,53300,408200,433485,691904,18197,318310,355384
2021-04-29,19,17,2790335,162400,1209700,1418235,2351211,90700,1084098,1176291
2021-04-29,1,17,4042070,244200,1772600,2025270,2559938,73416,1218436,1268086
2021-04-29,2,17,768205,53200,329100,385905,550524,14020,246893,289534
2021-04-29,10,17,967025,54200,410700,502125,748392,33614,299895,414667
2021-04-29,30,17,983905,61100,447200,475605,750384,22027,357950,370217
2021-04-29,11,17,827895,44700,334500,448695,595665,20716,232422,342490
2021-04-29,22,17,3638020,222600,1575400,1840020,2708187,91404,1258521,1357289
2021-04-29,17,17,11924315,709700,4971300,6243315,9335649,307221,3999148,5024355
2021-04-29,49,17,2522960,138000,1112000,1272960,2116081,84771,916639,1114671
2021-04-29,29,17,5178655,276200,2162900,2739555,3947226,119965,1563379,2263537
2021-04-29,48,17,25102855,1591900,10409100,13101855,18622188,648708,8198859,9773916
2021-04-29,31,17,1756310,96700,724000,935610,1412743,52173,600977,757174
2021-04-29,27,17,4930410,267900,2077200,2585310,4293491,194974,1831019,2267263
2021-04-29,47,17,5456970,327600,2331900,2797470,3968801,108494,1738140,2116603
2021-04-29,8,17,5335910,290500,2319700,2725710,4388497,144324,1987109,2255914
2021-04-29,13,17,9239535,502200,3976800,4760535,6218010,141128,2812430,3264048
2021-04-29,33,17,1302765,99000,555000,648765,1138304,50367,491839,596071
2021-04-29,45,17,4510405,258200,1877300,2374905,3208817,97812,1284972,1824978
2021-04-29,44,17,1119045,54800,469300,594945,898947,37864,380437,480622
2021-04-28,23,17,1336750,80200,599400,657150,1150672,70304,511342,568894
2021-04-28,39,17,10340475,534800,4352500,5453175,8184384,289796,3527960,4359318
2021-04-28,34,17,8296605,446000,3502300,4348305,7133352,270719,3109058,3753100
2021-04-28,21,17,3871875,222100,1652000,1997775,3084915,106644,1392305,1585665
2021-04-28,54,17,1636815,97700,748000,791115,1148401,19060,552769,576572
2021-04-28,6,17,37945460,2261900,16022100,19661460,29640092,1081645,13097698,15457514
2021-04-28,1,17,4033570,244000,1764300,2025270,2527815,72914,1202656,1252245
2021-04-28,22,17,3633820,222600,1571200,1840020,2686441,91065,1245884,1348519
2021-04-28,11,17,813075,44500,326900,441675,588451,20500,229826,338088
2021-04-28,27,17,4909860,267900,2074200,2567760,4248287,194734,1815462,2237856
2021-04-28,45,17,4443785,257100,1853900,2332785,3182970,97218,1272095,1812602
2021-04-28,18,17,5431110,337700,2239000,2854410,4041591,130242,1708473,2195170
2021-04-28,48,17,24993025,1585700,10327700,13079625,18395582,644393,8100738,9649750
2021-04-28,37,17,9462050,545600,3906900,5009550,6829082,234793,2864365,3729595
2021-04-28,4,17,6525095,372800,2852700,3299595,4980955,133821,2176505,2667793
2021-04-28,5,17,2626760,158400,1160300,1308060,1753393,54608,822108,876244
2021-04-28,17,17,11699875,709300,4960200,6030375,9227089,305594,3959176,4957475
2021-04-28,8,17,5234840,290400,2290100,2654340,4323941,143936,1966072,2212793
2021-04-28,33,17,1264745,82800,551900,630045,1134878,50288,490541,594022
2021-04-28,40,17,3719965,193000,1626300,1900665,2649839,68495,1230868,1350442
2021-04-28,15,17,1437480,70000,594500,772980,1195009,20315,418126,662808
2021-04-28,32,17,2496000,146900,1050400,1298700,2005102,71117,849557,1084428
2021-04-28,38,17,631580,31600,287200,312780,554274,21701,244371,288202
2021-04-28,28,17,2391815,151200,1063400,1177215,1564991,44972,755735,763424
2021-04-28,53,17,7048310,393700,3012400,3642210,5668118,194567,2434302,3035739
2021-04-28,49,17,2477050,137900,1104800,1234350,2093104,84399,905466,1103239
2021-04-28,47,17,5451530,327300,2329100,2795130,3925360,108011,1722084,2089840
2021-04-28,50,17,660990,40400,296500,324090,549084,23750,244676,280136
2021-04-28,12,17,20210185,1346300,8403500,10460385,14851191,535368,6470166,7822530
2021-04-28,31,17,1753610,96700,721300,935610,1399434,51991,595595,749459
2021-04-28,35,17,2037745,124400,869900,1043445,1759830,45879,786894,924875
2021-04-28,41,17,3801565,226700,1658600,1916265,2965257,94918,1300859,1567927
2021-04-28,26,17,9281270,520900,3946600,4813770,6948146,228181,3036748,3681964
2021-04-28,36,17,18194675,954300,7719500,9520875,15161999,584832,6555633,8018743
2021-04-28,10,17,944785,50600,406100,488085,739528,33601,294879,410838
2021-04-28,13,17,9110285,499300,3914800,4696185,6135031,140442,2777906,3216315
2021-04-28,2,17,765635,53200,327700,384735,543274,13848,243748,285601
2021-04-28,46,17,882185,53300,407100,421785,685056,18137,315615,351291
2021-04-28,24,17,5750030,311700,2397500,3040830,4672656,185719,2007798,2476168
2021-04-28,30,17,975905,61100,439200,475605,741564,21903,354786,364687
2021-04-28,16,17,1405215,83100,601200,720915,1058965,30437,472514,555533
2021-04-28,20,17,2677465,143100,1210900,1323465,1980455,57126,918956,1003850
2021-04-28,44,17,1094235,53700,460800,579735,893081,37854,377337,477866
2021-04-28,25,17,7048920,376500,2976000,3696420,6000594,211317,2588346,3200840
2021-04-28,42,17,12260615,850200,5186600,6223815,9800202,333707,4209454,5256791
2021-04-28,56,17,477985,31400,231500,215085,348883,11261,170017,167425
2021-04-28,29,17,5168575,276200,2157500,2734875,3906752,119714,1547902,2238792
2021-04-28,55,17,5186705,283300,2228200,2675205,4533803,170649,1947980,2414710
2021-04-28,19,17,2744445,162400,1207100,1374945,2319689,90134,1073970,1155463
2021-04-28,9,17,3800005,219900,1556200,2023905,3147007,121262,1301079,1724415
2021-04-28,51,17,7927215,414600,3301200,4211415,6457715,215207,2717638,3523071
2021-04-27,27,17,4763780,267600,2003300,2492880,4204905,194673,1802022,2207975
2021-04-27,28,17,2382275,151000,1056400,1174875,1555424,44920,751672,757972
2021-04-27,31,17,1744730,96600,717200,930930,1380708,51858,587739,738766
2021-04-27,55,17,5185505,283300,2227000,2675205,4502240,170519,1935089,2396175
2021-04-27,21,17,3860005,221500,1641900,1996605,3064218,106455,1384700,1572770
2021-04-27,54,17,1628435,95500,746500,786435,1142947,19039,550123,573785
2021-04-27,48,17,24079945,1584000,10041100,12454845,18218563,642194,8022391,9553277
2021-04-27,8,17,5129330,290300,2199900,2639130,4278837,143566,1947085,2187065
2021-04-27,38,17,627810,31600,284600,311610,552769,21653,243668,287448
2021-04-27,50,17,651190,40200,286900,324090,543879,23749,242963,276645
2021-04-27,17,17,11525575,709200,4809400,6006975,9143971,305194,3925832,4908248
2021-04-27,5,17,2614560,157900,1148600,1308060,1737538,54580,816557,865969
2021-04-27,24,17,5686710,311600,2341300,3033810,4615758,185056,1988001,2439774
2021-04-27,49,17,2440580,137800,1069600,1233180,2068767,84074,896106,1088587
2021-04-27,32,17,2478100,146900,1032500,1298700,1991775,71066,841026,1079683
2021-04-27,10,17,930785,50600,392100,488085,729085,33506,289022,406350
2021-04-27,12,17,19934465,1343800,8219200,10371465,14698580,533180,6419808,7722960
2021-04-27,53,17,6984940,393600,2985400,3605940,5613491,193848,2411670,3004505
2021-04-27,11,17,784105,44500,310800,428805,581013,20413,226523,334051
2021-04-27,44,17,1082735,53700,449300,579735,886081,37847,373247,474963
2021-04-27,20,17,2580145,143100,1155700,1281345,1965765,56915,912637,995694
2021-04-27,33,17,1249845,82800,537000,630045,1132331,50175,489764,592365
2021-04-27,40,17,3710395,192700,1618200,1899495,2632963,68397,1221062,1343470
2021-04-27,34,17,8200165,445300,3408900,4345965,7052362,269751,3077684,3704452
2021-04-27,41,17,3735745,226600,1635000,1874145,2936291,94325,1291590,1548838
2021-04-27,26,17,9199070,520700,3876300,4802070,6859562,227602,3006383,3624326
2021-04-27,56,17,476385,31400,229900,215085,348695,11261,169842,167412
2021-04-27,42,17,11928615,849500,5030800,6048315,9696649,330576,4163701,5202126
2021-04-27,36,17,17783255,952150,7463500,9367605,14982362,582141,6492883,7904624
2021-04-27,29,17,5100595,276100,2129400,2695095,3874578,119593,1537258,2217385
2021-04-27,35,17,2031135,124400,866800,1039935,1749402,45834,779928,921478
2021-04-27,30,17,965225,61100,433200,470925,735987,21855,352741,361205
2021-04-27,18,17,5414600,337300,2226400,2850900,4002392,127912,1697035,2169953
2021-04-27,9,17,3794605,219800,1550900,2023905,3112117,119908,1290430,1701532
2021-04-27,15,17,1416860,70000,580900,765960,1180186,20102,408906,657418
2021-04-27,45,17,4369935,257000,1797700,2315235,3163207,96891,1263949,1801312
2021-04-27,13,17,9007905,497900,3818500,4691505,6060609,140244,2751879,3168127
2021-04-27,16,17,1399745,83100,596900,719745,1051044,30408,469720,550445
2021-04-27,51,17,7892675,414600,3280700,4197375,6402272,214663,2692287,3493531
2021-04-27,46,17,872085,53300,397000,421785,680866,18135,314333,348385
2021-04-27,39,17,10244735,534500,4259400,5450835,8120139,288953,3506597,4317433
2021-04-27,37,17,9420170,543900,3883100,4993170,6814517,234791,2855753,3723644
2021-04-27,6,17,37589380,2259300,15720100,19609980,29372925,1080674,12986661,15302401
2021-04-27,2,17,760525,52600,326700,381225,541593,13793,243174,284549
2021-04-27,23,17,1318350,80200,581000,657150,1137578,70283,504155,563013
2021-04-27,25,17,6979520,376000,2907100,3696420,5912678,211017,2554926,3146646
2021-04-27,4,17,6403785,372800,2734900,3296085,4940974,133500,2158528,2646178
2021-04-27,19,17,2711175,162400,1175000,1373775,2306511,90105,1068146,1148138
2021-04-27,1,17,4009430,244000,1742500,2022930,2499694,72663,1188010,1239021
2021-04-27,47,17,5398370,326500,2286100,2785770,3889164,107611,1706751,2069525
2021-04-27,22,17,3615450,222400,1554200,1838850,2666718,91011,1233273,1341467
2021-04-26,34,17,7963795,445300,3325800,4192695,6974357,269293,3048951,3655638
2021-04-26,6,17,36101260,2259300,15315400,18526560,29151065,1080021,12896049,15171808
2021-04-26,50,17,633640,40200,286900,306540,537515,23741,240620,272632
2021-04-26,37,17,9241800,543900,3881400,4816500,6767925,234626,2836109,3696861
2021-04-26,39,17,10062385,534500,4176500,5351385,8072314,288865,3492769,4283531
2021-04-26,29,17,5095385,276100,2127700,2691585,3858945,119593,1529548,2209462
2021-04-26,23,17,1265690,80200,549400,636090,1108830,70232,490936,547539
2021-04-26,12,17,19584145,1343800,8098200,10142145,14608762,532320,6394298,7659543
2021-04-26,53,17,6667750,393600,2910400,3363750,5574043,193698,2398023,2978857
2021-04-26,55,17,5004705,283300,2221700,2499705,4490374,170505,1929881,2389531
2021-04-26,17,17,11286585,709200,4742400,5834985,9093034,304719,3908719,4874903
2021-04-26,2,17,759125,51600,326300,381225,540565,13780,242544,284164
2021-04-26,32,17,2396080,146900,1004300,1244880,1985316,71059,838365,1075892
2021-04-26,33,17,1227615,82800,537000,607815,1129881,50135,488949,590770
2021-04-26,41,17,3557915,226600,1549600,1781715,2908484,94237,1286339,1526373
2021-04-26,4,17,6285415,372800,2734700,3177915,4912269,133141,2150385,2625986
2021-04-26,38,17,626540,31600,284500,310440,552616,21653,243545,287418
2021-04-26,35,17,1999255,124400,863000,1011855,1746428,45833,778592,919845
2021-04-26,54,17,1624925,95500,746500,782925,1139496,19033,548549,571914
2021-04-26,10,17,903465,50600,383500,469365,723678,33506,285531,404437
2021-04-26,49,17,2367860,137800,1039000,1191060,2035687,84049,883730,1067908
2021-04-26,1,17,3960530,244000,1740400,1976130,2478227,72551,1179422,1226254
2021-04-26,13,17,8793835,497900,3722600,4573335,6011504,140184,2729532,3141431
2021-04-26,9,17,3716115,219800,1527400,1968915,3094177,119771,1283845,1690314
2021-04-26,18,17,5220380,337300,2203000,2680080,3985688,125955,1686884,2165389
2021-04-26,56,17,476085,31400,229600,215085,348679,11260,169827,167412
2021-04-26,16,17,1386985,83100,593500,710385,1048785,30405,468959,548951
2021-04-26,30,17,963855,61100,433000,469755,734717,21827,352392,360312
2021-04-26,25,17,6771230,376000,2905900,3489330,5855519,210817,2533755,3110858
2021-04-26,24,17,5544960,311600,2299000,2934360,4554368,184679,1967789,2399036
2021-04-26,8,17,4968480,290200,2162000,2516280,4241020,143441,1933956,2162515
2021-04-26,19,17,2664745,162400,1174200,1328145,2295425,90105,1066456,1138742
2021-04-26,44,17,1065185,53700,449300,562185,872064,37845,369574,464621
2021-04-26,42,17,11822805,849500,4998700,5974605,9613437,330102,4131718,5151371
2021-04-26,27,17,4634790,267600,1952700,2414490,4189925,194666,1797154,2197870
2021-04-26,48,17,23721275,1584000,9824000,12313275,18093739,641084,7965007,9486948
2021-04-26,28,17,2381005,151000,1056300,1173705,1520706,44876,736185,738785
2021-04-26,20,17,2576035,143100,1155100,1277835,1962004,56881,911444,993170
2021-04-26,45,17,4313565,257000,1765900,2290665,3111127,96571,1239429,1774072
2021-04-26,21,17,3747885,221500,1630400,1895985,3056552,106454,1381951,1567854
2021-04-26,46,17,859215,53300,397000,408915,680026,18135,314163,347715
2021-04-26,15,17,1370040,70000,564500,735540,1167288,20020,400764,652744
2021-04-26,40,17,3699765,192700,1618100,1888965,2627397,68393,1219068,1339902
2021-04-26,36,17,17625975,952150,7463000,9210825,14856419,580654,6448023,7825086
2021-04-26,31,17,1690180,96600,715300,878280,1380706,51858,587737,738766
2021-04-26,26,17,8738230,520700,3733700,4483830,6832809,227541,2995833,3608184
2021-04-26,11,17,780595,44500,310800,425295,576507,20410,223722,332351
2021-04-26,22,17,3612910,222400,1554000,1836510,2660514,91010,1229978,1338559
2021-04-26,5,17,2586420,157900,1146200,1282320,1734405,54579,815100,864294
2021-04-26,51,17,7521285,414600,3186600,3920085,6344228,214564,2665432,3462454
2021-04-26,47,17,5396000,326500,2284900,2784600,3877011,107606,1704244,2059902
2021-04-25,11,17,780595,44500,310800,425295,568011,20323,219497,328189
2021-04-25,34,17,7963795,445300,3325800,4192695,6908470,269279,3031665,3607051
2021-04-25,42,17,11822805,849500,4998700,5974605,9527786,330066,4095679,5101795
2021-04-25,31,17,1690180,96600,715300,878280,1346051,51771,578840,713122
2021-04-25,47,17,5396000,326500,2284900,2784600,3855241,107580,1697333,2045089
2021-04-25,5,17,2586420,157900,1146200,1282320,1724751,54575,812465,857279
2021-04-25,19,17,2664745,162400,1174200,1328145,2277047,90105,1061122,1125698
2021-04-25,2,17,759125,51600,326300,381225,539630,13754,241907,283892
2021-04-25,33,17,1227615,82800,537000,607815,1127251,50113,488115,588996
2021-04-25,37,17,9241800,543900,3881400,4816500,6727991,234594,2820339,3672729
2021-04-25,20,17,2576035,143100,1155100,1277835,1956276,56853,908519,990395
2021-04-25,26,17,8738230,520700,3733700,4483830,6769798,227472,2968988,3572087
2021-04-25,44,17,1065185,53700,449300,562185,859098,37837,366089,455148
2021-04-25,46,17,859215,53300,397000,408915,676863,18133,313096,345621
2021-04-25,29,17,5095385,276100,2127700,2691585,3805156,119414,1515660,2169740
2021-04-25,6,17,36101260,2259300,15315400,18526560,28798648,1079661,12757667,14958136
2021-04-25,54,17,1624925,95500,746500,782925,1139101,19032,548321,571748
2021-04-25,35,17,1999255,124400,863000,1011855,1739923,45820,775690,916257
2021-04-25,32,17,2396080,146900,1004300,1244880,1966545,71009,830508,1065028
2021-04-25,40,17,3699765,192700,1618100,1888965,2616439,68391,1213824,1334190
2021-04-25,50,17,633640,40200,286900,306540,525641,23725,235049,266347
2021-04-25,56,17,476085,31400,229600,215085,341127,11249,165403,164300
2021-04-25,9,17,3716115,219800,1527400,1968915,3056088,119312,1270157,1666372
2021-04-25,8,17,4968480,290200,2162000,2516280,4210710,143286,1919477,2146841
2021-04-25,39,17,10062385,534500,4176500,5351385,8002870,288641,3465630,4241469
2021-04-25,10,17,903465,50600,383500,469365,717216,33506,281954,401552
2021-04-25,28,17,2381005,151000,1056300,1173705,1520594,44876,736073,738785
2021-04-25,38,17,626540,31600,284500,310440,551267,21649,243089,286529
2021-04-25,22,17,3612910,222400,1554000,1836510,2648411,90646,1223224,1333574
2021-04-25,25,17,6771230,376000,2905900,3489330,5776781,210727,2504302,3061663
2021-04-25,51,17,7521285,414600,3186600,3920085,6271814,214546,2639077,3416432
2021-04-25,23,17,1265690,80200,549400,636090,1107231,70232,490360,546516
2021-04-25,4,17,6285415,372800,2734700,3177915,4872521,133114,2136842,2599816
2021-04-25,53,17,6667750,393600,2910400,3363750,5486098,193546,2362905,2926205
2021-04-25,49,17,2367860,137800,1039000,1191060,2035664,84049,883730,1067885
2021-04-25,1,17,3960530,244000,1740400,1976130,2471409,72551,1176579,1222279
2021-04-25,13,17,8793835,497900,3722600,4573335,5924273,139971,2692827,3091144
2021-04-25,45,17,4313565,257000,1765900,2290665,3094536,96512,1230656,1766313
2021-04-25,15,17,1370040,70000,564500,735540,1155796,19814,396142,646080
2021-04-25,12,17,19584145,1343800,8098200,10142145,14462795,532128,6331667,7576419
2021-04-25,41,17,3557915,226600,1549600,1781715,2874447,94146,1276370,1502399
2021-04-25,24,17,5544960,311600,2299000,2934360,4525719,184645,1955436,2382791
2021-04-25,30,17,963855,61100,433000,469755,732282,21805,351262,359029
2021-04-25,36,17,17625975,952150,7463000,9210825,14732987,580365,6400726,7749242
2021-04-25,48,17,23721275,1584000,9824000,12313275,17979089,640388,7920165,9417836
2021-04-25,55,17,5004705,283300,2221700,2499705,4457053,169900,1918710,2367986
2021-04-25,18,17,5220380,337300,2203000,2680080,3956117,124013,1677070,2147593
2021-04-25,27,17,4634790,267600,1952700,2414490,4118735,194643,1773378,2150480
2021-04-25,21,17,3747885,221500,1630400,1895985,3039150,106361,1376356,1556140
2021-04-25,17,17,11286585,709200,4742400,5834985,9011738,304462,3887616,4814974
2021-04-25,16,17,1386985,83100,593500,710385,1043295,30405,466972,545450
2021-04-24,2,16,759125,51600,326300,381225,536961,13751,240602,282531
2021-04-24,44,16,1065185,53700,449300,562185,844870,37808,361703,445335
2021-04-24,15,16,1370040,70000,564500,735540,1135909,19728,391748,630673
2021-04-24,28,16,2381005,151000,1056300,1173705,1519349,44875,735710,737904
2021-04-24,45,16,4313565,257000,1765900,2290665,3058387,96499,1213709,1747124
2021-04-24,18,16,5220380,337300,2203000,2680080,3914185,123963,1661535,2121385
2021-04-24,37,16,9241800,543900,3881400,4816500,6650611,234492,2787061,3628729
2021-04-24,27,16,4634790,267600,1952700,2414490,4038574,194598,1741422,2102320
2021-04-24,56,16,476085,31400,229600,215085,340893,11249,165179,164290
2021-04-24,35,16,1999255,124400,863000,1011855,1722116,45811,765747,908408
2021-04-24,9,16,3716115,219800,1527400,1968915,3006976,118878,1251007,1636848
2021-04-24,22,16,3612910,222400,1554000,1836510,2624038,90161,1209930,1322981
2021-04-24,39,16,10062385,534500,4176500,5351385,7894412,287492,3422344,4177550
2021-04-24,19,16,2664745,162400,1174200,1328145,2242261,90081,1048396,1103662
2021-04-24,42,16,11822805,849500,4998700,5974605,9430907,329159,4050907,5050603
2021-04-24,32,16,2396080,146900,1004300,1244880,1943150,71007,820814,1051329
2021-04-24,47,16,5396000,326500,2284900,2784600,3803194,107474,1676443,2014124
2021-04-24,1,16,3960530,244000,1740400,1976130,2461510,72545,1171942,1217023
2021-04-24,54,16,1624925,95500,746500,782925,1135039,19029,544999,571011
2021-04-24,11,16,780595,44500,310800,425295,558290,20289,215290,322709
2021-04-24,10,16,903465,50600,383500,469365,704986,31468,277677,395638
2021-04-24,49,16,2367760,137800,1038900,1191060,2035354,84049,883486,1067819
2021-04-24,21,16,3747885,221500,1630400,1895985,3011682,106241,1364624,1540531
2021-04-24,40,16,3699765,192700,1618100,1888965,2592766,68364,1200587,1323781
2021-04-24,50,16,633640,40200,286900,306540,515788,23700,230031,261537
2021-04-24,20,16,2576035,143100,1155100,1277835,1933363,56770,894127,981957
2021-04-24,6,16,36095210,2259300,15315200,18520710,28302062,1072634,12552054,14674306
2021-04-24,5,16,2586420,157900,1146200,1282320,1707412,54510,803494,848977
2021-04-24,55,16,5004705,283300,2221700,2499705,4394643,169861,1892307,2332020
2021-04-24,4,16,6285415,372800,2734700,3177915,4815132,132778,2110843,2568812
2021-04-24,23,16,1265690,80200,549400,636090,1105784,70232,489555,545874
2021-04-24,31,16,1690180,96600,715300,878280,1345536,51771,578547,712900
2021-04-24,12,16,19583945,1343800,8098000,10142145,14252729,531440,6232132,7466979
2021-04-24,13,16,8793835,497900,3722600,4573335,5922054,139961,2691532,3090230
2021-04-24,51,16,7521285,414600,3186600,3920085,6196880,214300,2613301,3367532
2021-04-24,29,16,5095385,276100,2127700,2691585,3729759,118842,1493118,2117457
2021-04-24,38,16,626540,31600,284500,310440,546923,21649,240454,284820
2021-04-24,34,16,7963795,445300,3325800,4192695,6826763,269220,3001996,3555072
2021-04-24,53,16,6667750,393600,2910400,3363750,5397121,193227,2322638,2877850
2021-04-24,17,16,11286585,709200,4742400,5834985,8880236,304194,3836898,4734553
2021-04-24,30,16,963855,61100,433000,469755,724221,21768,347690,354580
2021-04-24,16,16,1386985,83100,593500,710385,1029611,30014,461720,537416
2021-04-24,48,16,23721275,1584000,9824000,12313275,17782171,638090,7850094,9293287
2021-04-24,8,16,4968480,290200,2162000,2516280,4072289,143196,1863932,2064077
2021-04-24,41,16,3557915,226600,1549600,1781715,2819970,93427,1250869,1474158
2021-04-24,36,16,17625975,952150,7463000,9210825,14571048,579950,6330590,7657875
2021-04-24,46,16,859215,53300,397000,408915,669294,18099,310087,341095
2021-04-24,25,16,6771230,376000,2905900,3489330,5672164,210537,2463635,2997903
2021-04-24,26,16,8738230,520700,3733700,4483830,6662538,227252,2922990,3511045
2021-04-24,24,16,5544960,311600,2299000,2934360,4456286,184559,1932510,2336380
2021-04-24,33,16,1227615,82800,537000,607815,1123788,50113,486956,586692
2021-04-23,5,16,2552980,157900,1126800,1268280,1688238,54441,795123,838245
2021-04-23,4,16,6236505,372800,2712700,3151005,4750108,132494,2078852,2536128
2021-04-23,20,16,2558035,143100,1148800,1266135,1908417,56750,882670,968495
2021-04-23,26,16,8633580,520700,3716800,4396080,6554194,226785,2881199,3444966
2021-04-23,2,16,756585,51600,326100,378885,533546,13741,238752,280978
2021-04-23,49,16,2342070,137800,1033100,1171170,2005613,84017,868581,1053015
2021-04-23,32,16,2367120,146900,996400,1223820,1922250,71001,809766,1041483
2021-04-23,51,16,7362905,414600,3103100,3845205,6082952,213888,2566076,3301353
2021-04-23,11,16,777625,44500,309000,424125,548808,20230,211250,317326
2021-04-23,47,16,5305300,326500,2276100,2702700,3751807,107369,1656070,1983358
2021-04-23,41,16,3503745,226600,1531700,1745445,2770216,93308,1227463,1447962
2021-04-23,35,16,1969105,124400,838700,1006005,1699936,45741,754761,897315
2021-04-23,13,16,8700275,497900,3708600,4493775,5828947,139592,2651294,3037736
2021-04-23,31,16,1660600,96600,690400,873600,1339495,51749,575229,710207
2021-04-23,37,16,8941400,543900,3791600,4605900,6569611,234385,2754478,3580419
2021-04-23,12,16,19210955,1343800,8049100,9818055,14062043,530928,6146078,7363337
2021-04-23,39,16,9922715,534500,4166700,5221515,7779237,286395,3374172,4111781
2021-04-23,6,16,35512950,2259300,15105000,18148650,27727113,1069097,12311691,14343357
2021-04-23,29,16,5061805,276100,2122200,2663505,3690346,118576,1477511,2093917
2021-04-23,21,16,3690745,221500,1610700,1858545,2977151,105966,1349828,1521078
2021-04-23,55,16,4836095,283300,2103400,2449395,4328174,169822,1866474,2291426
