Date,FIPS,Week,Dist_Total,Dist_Janssen,Dist_Moderna,Dist_Pfizer,Given_Total,Given_Janssen,Given_Moderna,Given_Pfizer
2021-08-01,29,31,6567235,311400,2686480,3569355,5496056,186195,2063435,3245861
2021-08-01,48,31,33560945,1894600,13479940,18186405,27497655,1109087,11009692,15378099
2021-08-01,56,31,529845,34000,255740,240105,447594,19109,209651,218596
2021-08-01,1,31,5159890,281300,2372900,2505690,3603940,121168,1651126,1831642
2021-08-01,25,31,10011300,444700,4032380,5534220,9153642,306027,3620817,5226586
2021-08-01,9,31,4940555,250000,2020000,2670555,4599836,186115,1754480,2658595
2021-08-01,44,31,1565265,61600,641600,862065,1331347,48451,520509,761969
2021-08-01,24,31,8793230,440400,3448100,4904730,7219094,276904,2760340,4173056
2021-08-01,37,31,12200380,646500,5052040,6501840,9747467,364956,3830141,5551913
2021-08-01,8,31,7263185,340300,2985760,3937125,6484050,234887,2658061,3587196
2021-08-01,51,31,10839065,545400,4243460,6050205,9713140,353381,3655587,5701391
2021-08-01,11,31,1092375,54400,434660,603315,902782,28978,352873,520535
2021-08-01,49,31,3381470,172400,1412040,1797030,3005597,135960,1202856,1666781
2021-08-01,19,31,3595355,188700,1495400,1911255,3141321,133309,1312997,1694886
2021-08-01,46,31,996865,59400,443320,494145,851636,28095,365881,457624
2021-08-01,5,31,3046510,178900,1397640,1469970,2455566,85856,1124548,1244498
2021-08-01,15,31,1993060,81700,799440,1111920,1720923,39693,598043,989422
2021-08-01,28,31,2866005,164600,1258240,1443165,2150267,63718,956659,1128843
2021-08-01,30,31,1137635,69600,506660,561375,974832,40704,432940,500488
2021-08-01,55,31,6393985,318700,2709060,3366225,6172779,249419,2514593,3408036
2021-08-01,47,31,6751740,367800,2803200,3580740,5772001,181042,2314971,3256743
2021-08-01,32,31,3315390,184300,1289060,1842030,2974860,135895,1131157,1707794
2021-08-01,53,31,9740085,495000,3960300,5284785,9017525,379370,3548539,5083601
2021-08-01,36,31,25121865,1253900,10262080,13605885,22997841,1013560,9040360,12937436
2021-08-01,4,31,8577780,431000,3564280,4582500,7113311,255422,2987505,3861308
2021-07-31,22,30,4362920,238100,1947480,2177340,3646097,136495,1620921,1887419
2021-07-31,39,30,12858835,655500,5417140,6786195,11086847,453409,4492150,6126038
2021-07-31,40,30,4192800,222300,1835820,2134680,3460262,103881,1511900,1844371
2021-07-31,9,30,4940555,250000,2020000,2670555,4592286,185623,1752510,2653521
2021-07-31,26,30,12036590,651800,5079900,6304890,9798817,340613,3967126,5489644
2021-07-31,49,30,3381470,172400,1412040,1797030,3005542,135949,1202838,1666755
2021-07-31,2,30,854805,59300,366220,429285,697440,28437,289116,379706
2021-07-31,35,30,2449685,138500,1066860,1244325,2487536,87616,1081538,1313894
2021-07-31,24,30,8793230,440400,3448100,4904730,7213539,276641,2758990,4169127
2021-07-31,34,30,12103035,606300,4948920,6547815,10380457,394627,4152257,5833543
2021-07-31,13,30,11795685,599200,4997780,6198705,8941174,237878,3736606,4963494
2021-07-31,42,30,16304505,1060700,7001920,8241885,14548512,570326,5979324,7998304
2021-07-31,10,30,1339435,65800,554340,719295,1090237,47203,431785,610463
2021-07-31,53,30,9739945,495000,3960160,5284785,9003082,378424,3544618,5074055
2021-07-31,48,30,33560945,1894600,13479940,18186405,27420863,1106143,10989760,15324184
2021-07-31,46,30,996865,59400,443320,494145,851237,28050,365823,457328
2021-07-31,33,30,1913200,116700,771220,1025280,1591970,61548,654709,875691
2021-07-31,19,30,3595355,188700,1495400,1911255,3141289,133295,1312980,1694885
2021-07-31,11,30,1092375,54400,434660,603315,901013,28961,352528,519128
2021-07-31,15,30,1993060,81700,799440,1111920,1718998,39587,597740,987906
2021-07-31,20,30,3248875,173500,1409820,1665555,2702724,93633,1130192,1478095
2021-07-31,28,30,2866005,164600,1258240,1443165,2150026,63703,956606,1128670
2021-07-31,55,30,6393985,318700,2709060,3366225,6163565,248894,2512500,3401444
2021-07-31,1,30,5159890,281300,2372900,2505690,3587175,120680,1645371,1821120
2021-07-31,21,30,4706145,266500,2073500,2366145,4194567,174675,1817322,2201974
2021-07-31,50,30,950640,52800,414000,483840,872990,40800,365330,466180
2021-07-31,12,30,26352985,1694500,10705320,13953165,22548575,1106741,8823910,12552853
2021-07-31,31,30,2180670,108100,864440,1208130,1941405,71574,760202,1105799
2021-07-31,41,30,5784515,310200,2395160,3079155,4743550,184959,1849551,2706049
2021-07-31,36,30,25122005,1253900,10262220,13605885,22950250,1011712,9029832,12902239
2021-07-31,18,30,7037140,427500,2812660,3796980,6072817,227389,2349176,3475428
2021-07-31,38,30,738260,36500,320040,381720,663565,29996,280088,353481
2021-07-31,4,30,8577780,431000,3564280,4582500,7099611,254772,2983282,3852578
2021-07-31,8,30,7263485,340300,2986060,3937125,6473244,234179,2655303,3579861
2021-07-31,27,30,6729030,349300,2700560,3679170,6082721,272272,2355452,3454168
2021-07-31,25,30,10011300,444700,4032380,5534220,9143308,305353,3618033,5219711
2021-07-31,32,30,3315390,184300,1289060,1842030,2965093,135449,1129293,1700337
2021-07-31,54,30,1977205,110200,903540,963465,1487736,38230,681231,767925
2021-07-31,29,30,6567235,311400,2686480,3569355,5483549,186009,2059920,3237055
2021-07-31,30,30,1137635,69600,506660,561375,973506,40605,432530,499672
2021-07-31,23,30,1925110,103100,825260,996750,1666488,108984,697562,859366
2021-07-31,51,30,10839065,545400,4243460,6050205,9679982,351667,3647450,5678102
2021-07-31,56,30,529845,34000,255740,240105,447473,19076,209615,218544
2021-07-31,6,30,51018395,2615800,20746000,27656595,45139705,1665648,17989307,25476116
2021-07-31,5,30,3046510,178900,1397640,1469970,2442426,85526,1119551,1236686
2021-07-31,44,30,1565265,61600,641600,862065,1329473,48401,519939,760730
2021-07-31,45,30,5588815,313300,2438100,2837415,4410827,158002,1777379,2474359
2021-07-31,16,30,1752500,100100,733860,918540,1373692,55604,584418,732299
2021-07-31,47,30,6751740,367800,2803200,3580740,5755732,180350,2310067,3246398
2021-07-31,37,30,12200520,646500,5052180,6501840,9722902,364006,3823710,5534730
2021-07-31,17,30,15445035,850700,6007540,8586795,13637169,487389,5267813,7867303
2021-07-30,8,30,7241145,340300,2979020,3921825,6460145,233409,2652343,3570515
2021-07-30,20,30,3227515,173500,1400160,1653855,2695954,93264,1128464,1473427
2021-07-30,36,30,25076125,1253900,10245140,13577085,22902722,1009435,9018489,12868368
2021-07-30,44,30,1563865,61600,640200,862065,1327428,48339,519327,759368
2021-07-30,15,30,1991940,81700,798320,1111920,1717295,39416,597514,986600
2021-07-30,30,30,1134855,69600,505680,559575,971639,40441,431898,498602
2021-07-30,4,30,8540830,431000,3553880,4555950,7085856,254314,2979141,3843558
2021-07-30,32,30,3307200,184300,1284020,1838880,2957621,135037,1127792,1694778
2021-07-30,31,30,2172650,108100,859120,1205430,1938397,71417,759444,1103718
2021-07-30,5,30,3004150,178900,1366980,1458270,2432736,85167,1116028,1230881
2021-07-30,33,30,1907250,116700,768420,1022130,1590807,61443,654502,874840
2021-07-30,55,30,6379715,318700,2698840,3362175,6154462,248363,2510439,3394935
2021-07-30,49,30,3365970,172400,1406440,1787130,2993689,135273,1200255,1658161
2021-07-30,12,30,26157735,1694500,10605920,13857315,22478870,1102930,8805564,12506156
2021-07-30,50,30,950500,52800,413860,483840,872255,40743,365138,465698
2021-07-30,37,30,12157930,646500,5028940,6482490,9701789,363180,3817704,5520449
2021-07-30,53,30,9726185,495000,3955400,5275785,8989245,377447,3540911,5064939
2021-07-30,54,30,1969255,110200,901440,957615,1487068,38174,681051,767493
2021-07-30,28,30,2825525,164600,1234860,1426065,2149766,63688,956545,1128486
2021-07-30,21,30,4691675,266500,2063980,2361195,4185225,174005,1814033,2196592
2021-07-30,47,30,6697700,367800,2780660,3549240,5740190,179770,2305133,3236727
2021-07-30,9,30,4933005,250000,2016500,2666505,4585142,185165,1750588,2648761
2021-07-30,35,30,2439775,138500,1062800,1238475,2477501,87285,1078441,1307327
2021-07-30,19,30,3581595,188700,1484340,1908555,3137586,133035,1312135,1692287
2021-07-30,18,30,7014580,427500,2800900,3786180,6061719,226837,2346781,3467446
2021-07-30,24,30,8778280,440400,3442600,4895280,7198003,276112,2754894,4158277
2021-07-30,41,30,5776905,310200,2392500,3074205,4736784,184366,1847705,2701729
2021-07-30,22,30,4310290,238100,1924100,2148090,3627596,135698,1615321,1875316
2021-07-30,10,30,1338285,65800,553640,718845,1087867,47116,430989,608982
2021-07-30,38,30,737360,36500,320040,380820,662185,29942,279718,352525
2021-07-30,45,30,5564995,313300,2425080,2826615,4400784,157492,1773636,2468569
2021-07-30,23,30,1921570,103100,824420,994050,1664440,108792,697013,858066
2021-07-30,39,30,12832545,655500,5409300,6767745,11070355,452131,4487842,6115235
2021-07-30,1,30,5092510,281300,2339720,2471490,3586810,120650,1645202,1820954
2021-07-30,25,30,10001900,444700,4027480,5529720,9132974,304794,3615472,5212497
2021-07-30,56,30,528245,34000,255040,239205,446581,18980,209321,218042
2021-07-30,51,30,10807525,545400,4227220,6034905,9660361,350810,3643371,5663434
2021-07-30,6,30,50903515,2615800,20698620,27589095,45044810,1661604,17965657,25408995
2021-07-30,46,30,994785,59400,443040,492345,849931,27912,365537,456448
2021-07-30,11,30,1091505,54400,434240,602865,899476,28921,352119,518040
2021-07-30,17,30,15338565,850700,5992420,8495445,13612245,485822,5262632,7849359
2021-07-30,29,30,6531625,311400,2662120,3558105,5447532,184510,2047966,3214508
2021-07-30,40,30,4166840,222300,1817060,2127480,3450546,103518,1509021,1837899
2021-07-30,48,30,33347225,1894600,13419220,18033405,27335628,1100607,10968490,15265765
2021-07-30,2,30,853805,59300,366120,428385,696377,28338,288904,378954
2021-07-30,26,30,12004110,651800,5072620,6279690,9786134,339927,3964029,5480752
2021-07-30,34,30,12085915,606300,4940800,6538815,10355671,393697,4141358,5820586
2021-07-30,42,30,16280305,1060700,6992120,8227485,14547869,570171,5979072,7998068
2021-07-30,16,30,1744920,100100,730780,914040,1371394,55373,583695,730978
2021-07-30,13,30,11697975,599200,4960820,6137955,8940254,237844,3736221,4962993
2021-07-30,27,30,6717020,349300,2694400,3673320,6072947,271726,2353231,3447168
2021-07-29,5,30,2987360,178900,1366840,1441620,2421801,84651,1112377,1224115
2021-07-29,4,30,8513250,431000,3547900,4534350,7068316,253696,2974460,3831464
2021-07-29,10,30,1331395,65800,553500,712095,1085633,46999,430345,607524
2021-07-29,55,30,6362785,318700,2698560,3345525,6144722,247644,2508323,3388036
2021-07-29,41,30,5770105,310200,2391100,3068805,4729527,183796,1845922,2696842
2021-07-29,40,30,4143890,222300,1817060,2104530,3440451,103117,1505995,1831234
2021-07-29,37,30,12107370,646500,5024280,6436590,9680714,362450,3811880,5505943
2021-07-29,30,30,1133925,69600,505200,559125,967225,40118,430740,495675
2021-07-29,31,30,2160160,108100,858780,1193280,1934576,71239,758667,1100875
2021-07-29,44,30,1558775,61600,640060,857115,1325135,48254,518745,757756
2021-07-29,17,30,15250505,850700,5988060,8411745,13563669,483959,5254693,7810757
2021-07-29,1,30,5050560,281300,2328820,2440440,3557966,119562,1634035,1804365
2021-07-29,49,30,3348710,172400,1404480,1771830,2993638,135263,1200225,1658150
2021-07-29,26,30,11980240,651800,5069900,6258540,9775528,339365,3961671,5473066
2021-07-29,6,30,50773665,2615800,20678120,27479745,44934366,1656997,17936821,25332054
2021-07-29,2,30,852605,59300,365820,427485,695163,28175,288608,378200
2021-07-29,36,30,24980615,1253900,10235580,13491135,22860905,1007207,9008123,12839181
2021-07-29,28,30,2785775,164600,1229760,1391415,2131467,63190,951300,1115948
2021-07-29,38,30,733660,36500,319940,377220,660913,29914,279385,351614
2021-07-29,45,30,5524045,313300,2420580,2790165,4390078,156812,1769698,2462481
2021-07-29,47,30,6648000,367800,2772360,3507840,5725029,179121,2300986,3226683
2021-07-29,35,30,2436655,138500,1062380,1235775,2472530,87027,1077102,1303998
2021-07-29,27,30,6703780,349300,2691960,3662520,6063107,271030,2351154,3440117
2021-07-29,25,30,9986060,444700,4025140,5516220,9113239,303922,3607618,5201488
2021-07-29,48,30,33175225,1894600,13363320,17917305,27256486,1094690,10949015,15212016
2021-07-29,15,30,1987840,81700,796920,1109220,1715831,39282,597208,985576
2021-07-29,29,30,6484475,311400,2659520,3513555,5430359,183919,2043039,3202856
2021-07-29,8,30,7222705,340300,2976780,3905625,6449405,232861,2649832,3562870
2021-07-29,34,30,12036755,606300,4933940,6496515,10336670,392814,4136337,5807489
2021-07-29,32,30,3267970,184300,1283040,1800630,2947354,134609,1125947,1686784
2021-07-29,56,30,526895,34000,255040,237855,445810,18896,209072,217605
2021-07-29,33,30,1903060,116700,768280,1018080,1589310,61308,654259,873721
2021-07-29,21,30,4673255,266500,2061760,2344995,4175693,173312,1810552,2191238
2021-07-29,12,30,25943365,1694500,10550400,13698465,22411671,1100425,8786393,12461371
2021-07-29,42,30,16248425,1060700,6989040,8198685,14520961,568351,5970905,7981147
2021-07-29,46,30,992885,59400,442040,491445,848103,27799,365096,455174
2021-07-29,50,30,949150,52800,413860,482490,871503,40674,364924,465230
2021-07-29,24,30,8755500,440400,3440520,4874580,7185150,275618,2751157,4149734
2021-07-29,23,30,1910840,103100,824040,983700,1662189,108659,696183,856785
2021-07-29,20,30,3202695,173500,1399640,1629555,2689117,92878,1126770,1468671
2021-07-29,19,30,3570925,188700,1483120,1899105,3132842,132659,1311005,1689049
2021-07-29,16,30,1740250,100100,730160,909990,1369189,55120,583073,729670
2021-07-29,9,30,4916785,250000,2014680,2652105,4577225,184546,1748597,2643456
2021-07-29,54,30,1966275,110200,901160,954915,1486079,38084,680725,766920
2021-07-29,13,30,11634805,599200,4946700,6088905,8904071,236760,3725434,4938841
2021-07-29,22,30,4282040,238100,1908900,2135040,3609644,135018,1609522,1863846
2021-07-29,18,30,6990700,427500,2799520,3763680,6049790,226272,2344023,3459016
2021-07-29,39,30,12796785,655500,5408640,6732645,11028431,449988,4472218,6091243
2021-07-29,53,30,9704325,495000,3948840,5260485,8970907,376205,3535958,5052820
2021-07-29,11,30,1091055,54400,434240,602415,898319,28889,351802,517232
2021-07-29,51,30,10782975,545400,4223820,6013755,9643507,349910,3639251,5651606
2021-07-28,36,30,24861515,1253900,10171380,13436235,22820585,1004901,8997607,12811738
2021-07-28,37,30,12049860,646500,5001420,6401940,9658982,361768,3805679,5491094
2021-07-28,24,30,8728690,440400,3420460,4867830,7172046,275083,2747028,4141379
2021-07-28,39,30,12764915,655500,5390720,6718695,11028252,449949,4472171,6091150
2021-07-28,22,30,4247160,238100,1894720,2114340,3592125,134408,1604196,1852266
2021-07-28,33,30,1893790,116700,760360,1016730,1587990,61171,654025,872772
2021-07-28,50,30,945020,52800,411080,481140,870892,40590,364777,464850
2021-07-28,13,30,11575865,599200,4926460,6050205,8877174,236114,3717378,4920813
2021-07-28,45,30,5496605,313300,2410240,2773065,4379272,156413,1765536,2456237
2021-07-28,9,30,4900135,250000,2000280,2649855,4570229,184203,1746588,2638812
2021-07-28,2,30,851265,59300,365380,426585,694288,28081,288461,377567
2021-07-28,42,30,16171685,1060700,6928500,8182485,14482512,566695,5955997,7959273
2021-07-28,27,30,6688140,349300,2681720,3657120,6051371,270491,2348274,3431805
2021-07-28,41,30,5756625,310200,2381220,3065205,4723919,183405,1844305,2693252
2021-07-28,55,30,6331365,318700,2686040,3326625,6135763,247073,2506323,3381652
2021-07-28,34,30,12003135,606300,4908420,6488415,10317112,391642,4130725,5794715
2021-07-28,20,30,3194505,173500,1395500,1625505,2683642,92544,1125387,1464920
2021-07-28,8,30,7201455,340300,2957780,3903375,6438352,232208,2646965,3555365
2021-07-28,11,30,1088465,54400,433000,601065,897468,28839,351514,516719
2021-07-28,47,30,6628620,367800,2758380,3502440,5711164,178622,2296532,3218178
2021-07-28,5,30,2968260,178900,1352240,1437120,2410715,84141,1108042,1217874
2021-07-28,56,30,525435,34000,253580,237855,445039,18777,208809,217216
2021-07-28,18,30,6973270,427500,2788840,3756930,6038913,225784,2341599,3451196
2021-07-28,12,30,25876115,1694500,10522300,13659315,22343510,1097712,8767643,12415580
2021-07-28,21,30,4640535,266500,2044340,2329695,4165645,172857,1807444,2184756
2021-07-28,28,30,2779885,164600,1225220,1390065,2131339,63171,951222,1115917
2021-07-28,30,30,1130745,69600,503820,557325,967066,40113,430698,495563
2021-07-28,53,30,9671755,495000,3923020,5253735,8957339,375213,3532131,5044109
2021-07-28,6,30,50661395,2615800,20593300,27452295,44832247,1652608,17907046,25264194
2021-07-28,19,30,3564135,188700,1481280,1894155,3128462,132399,1310004,1685930
2021-07-28,40,30,4124420,222300,1814240,2087880,3430195,102673,1503189,1824232
2021-07-28,32,30,3261040,184300,1278360,1798380,2941670,134156,1124655,1682845
2021-07-28,31,30,2154180,108100,855500,1190580,1930639,71102,757751,1098017
2021-07-28,54,30,1953655,110200,893040,950415,1485406,38002,680508,766546
2021-07-28,51,30,10754595,545400,4204440,6004755,9626757,349165,3635066,5639801
2021-07-28,23,30,1902340,103100,818240,981000,1660309,108533,695632,855590
2021-07-28,38,30,732860,36500,319140,377220,659829,29867,279114,350848
2021-07-28,46,30,990365,59400,441320,489645,846690,27672,364759,454225
2021-07-28,26,30,11942650,651800,5043560,6247290,9763518,338747,3958505,5464842
2021-07-28,35,30,2428965,138500,1058740,1231725,2468519,86811,1075871,1301479
2021-07-28,16,30,1737250,100100,728060,909090,1367020,54860,582530,728335
2021-07-28,4,30,8446190,431000,3514140,4501050,7057355,253209,2970975,3824636
2021-07-28,17,30,15179155,850700,5966660,8361795,13535577,482701,5248395,7790426
2021-07-28,49,30,3337250,172400,1401120,1763730,2993563,135257,1200187,1658119
2021-07-28,15,30,1984960,81700,794940,1108320,1714187,39163,596946,984313
2021-07-28,25,30,9964430,444700,4008460,5511270,9102682,303420,3604736,5194315
2021-07-28,48,30,32980075,1894600,13312620,17772855,27175812,1088842,10930115,15156092
2021-07-28,44,30,1555325,61600,637960,855765,1322996,48176,518140,756324
2021-07-28,10,30,1321865,65800,546220,709845,1083839,46917,429760,606416
2021-07-28,1,30,5031270,281300,2317180,2432790,3557652,119528,1633820,1804300
2021-07-28,29,30,6452415,311400,2646360,3494655,5414504,183159,2037977,3192823
2021-07-27,13,30,11552615,599200,4921660,6031755,8749747,232249,3677892,4837541
2021-07-27,36,30,24823865,1253900,10165680,13404285,22775948,1003074,8982120,12784446
2021-07-27,35,30,2426405,138500,1057980,1229925,2465779,86604,1074878,1299976
2021-07-27,47,30,6613450,367800,2749060,3496590,5699976,178044,2292847,3211661
2021-07-27,12,30,25813915,1694500,10485300,13634115,22293219,1095241,8754802,12381320
2021-07-27,30,30,1129855,69600,503380,556875,966977,40112,430651,495522
2021-07-27,29,30,6443075,311400,2640620,3491055,5401841,182553,2033642,3185108
2021-07-27,55,30,6326365,318700,2683740,3323925,6130168,246711,2504768,3377982
2021-07-27,34,30,11993505,606300,4902840,6484365,10280170,390803,4114714,5774623
2021-07-27,40,30,4123550,222300,1813820,2087430,3422699,102350,1500959,1819289
2021-07-27,38,30,730510,36500,319040,374970,658753,29836,278814,350103
2021-07-27,21,30,4626975,266500,2041580,2318895,4159121,172428,1804938,2181169
2021-07-27,17,30,15161095,850700,5962100,8348295,13521219,481825,5244876,7780670
2021-07-27,9,30,4894665,250000,1996160,2648505,4564902,183742,1745188,2635351
2021-07-27,11,30,1087675,54400,432660,600615,896919,28827,351317,516379
2021-07-27,49,30,3334880,172400,1400100,1762380,2972212,134321,1196245,1641646
2021-07-27,15,30,1983960,81700,793940,1108320,1711825,38913,596467,982680
2021-07-27,23,30,1901020,103100,817820,980100,1658796,108366,695109,854769
2021-07-27,39,30,12754585,655500,5383540,6715545,11015115,448916,4469067,6082266
2021-07-27,2,30,849465,59300,365380,424785,693657,27987,288298,377194
2021-07-27,32,30,3250070,184300,1275040,1790730,2935705,133874,1123442,1678375
2021-07-27,22,30,4233870,238100,1884580,2111190,3579572,134042,1599787,1844492
2021-07-27,51,30,10745415,545400,4198860,6001155,9615043,348579,3631930,5631815
2021-07-27,37,30,12033060,646500,4991820,6394740,9640814,361199,3800706,5478468
2021-07-27,26,30,11928460,651800,5037020,6239640,9753706,338171,3955924,5458192
2021-07-27,42,30,16160625,1060700,6922840,8177085,14448982,565091,5944305,7939050
2021-07-27,54,30,1951775,110200,892060,949515,1484938,37957,680353,766278
2021-07-27,33,30,1893790,116700,760360,1016730,1583777,60766,653179,869810
2021-07-27,16,30,1737050,100100,727860,909090,1365184,54685,581894,727336
2021-07-27,28,30,2772655,164600,1222040,1386015,2107734,62642,943990,1100088
2021-07-27,31,30,2152230,108100,854900,1189230,1928182,70977,757020,1096441
2021-07-27,4,30,8438340,431000,3511240,4496100,7046449,252835,2967453,3817780
2021-07-27,25,30,9958230,444700,4004960,5508570,9095143,302829,3602758,5189345
2021-07-27,18,30,6962340,427500,2784660,3750180,6030412,225278,2339687,3445289
2021-07-27,24,30,8722380,440400,3418200,4863780,7158412,274511,2743710,4131713
2021-07-27,50,30,944740,52800,410800,481140,870658,40560,364721,464702
2021-07-27,56,30,524295,34000,253340,236955,442779,18593,208008,215941
2021-07-27,53,30,9663285,495000,3919500,5248785,8947816,374284,3530037,5037644
2021-07-27,5,30,2959090,178900,1351620,1428570,2400798,83635,1104419,1212087
2021-07-27,20,30,3189165,173500,1394660,1621005,2679340,92273,1124089,1462191
2021-07-27,41,30,5755375,310200,2380420,3064755,4718870,182969,1842964,2689993
2021-07-27,48,30,32941555,1894600,13293000,17753955,27113209,1085420,10912431,15114599
2021-07-27,6,30,50595215,2615800,20573020,27406395,44761604,1648869,17888089,25216335
2021-07-27,27,30,6684570,349300,2679500,3655770,6045637,270134,2346895,3427814
2021-07-27,10,30,1321445,65800,545800,709845,1082568,46862,429324,605649
2021-07-27,19,30,3561905,188700,1479500,1893705,3125265,131994,1309191,1683951
2021-07-27,8,30,7196575,340300,2957400,3898875,6429260,231658,2644769,3549035
2021-07-27,44,30,1553895,61600,636980,855315,1321618,48110,517738,755438
2021-07-27,1,30,5015500,281300,2309960,2424240,3534356,118724,1625165,1790463
2021-07-27,46,30,986315,59400,441320,485595,845474,27566,364555,453319
2021-07-27,45,30,5487525,313300,2402960,2771265,4372836,156084,1763073,2452593
2021-07-26,1,30,5001210,281300,2299720,2420190,3527448,118650,1623005,1785789
2021-07-26,46,30,985735,59400,440740,485595,843255,27387,364105,451729
2021-07-26,18,30,6945660,427500,2776080,3742080,6026109,225210,2338739,3442038
2021-07-26,25,30,9952860,444700,4000940,5507220,9089195,302615,3601338,5185031
2021-07-26,12,30,25779615,1694500,10472600,13612515,22247249,1093580,8742796,12349096
2021-07-26,51,30,10723565,545400,4191860,5986305,9606122,348253,3629854,5625298
2021-07-26,9,30,4879135,250000,1990980,2638155,4561259,183594,1744274,2632770
2021-07-26,44,30,1551905,61600,635440,854865,1320594,48101,517470,754696
2021-07-26,49,30,3333880,172400,1400000,1761480,2959036,133641,1194016,1631379
2021-07-26,31,30,2150430,108100,854000,1188330,1923759,70941,756176,1092899
2021-07-26,36,30,24795905,1253900,10155720,13386285,22732304,1000802,8971502,12753721
2021-07-26,2,30,848165,59300,364080,424785,693321,27960,288205,376978
2021-07-26,48,30,32896995,1894600,13266440,17735955,27066624,1082955,10898737,15084173
2021-07-26,38,30,730510,36500,319040,374970,658685,29835,278793,350057
2021-07-26,45,30,5475805,313300,2392140,2770365,4367550,155978,1761113,2449373
2021-07-26,8,30,7194975,340300,2956700,3897975,6422347,231261,2642993,3544326
2021-07-26,34,30,11977025,606300,4895360,6475365,10267285,390233,4111214,5765808
2021-07-26,30,30,1129855,69600,503380,556875,966975,40112,430649,495522
2021-07-26,55,30,6322915,318700,2680740,3323475,6126880,246591,2503971,3375611
2021-07-26,10,30,1319705,65800,544960,708945,1080207,46788,428633,604076
2021-07-26,41,30,5754065,310200,2379560,3064305,4716349,182755,1842440,2688211
2021-07-26,50,30,944740,52800,410800,481140,870257,40531,364610,464442
2021-07-26,54,30,1950795,110200,891080,949515,1484557,37920,680208,766079
2021-07-26,35,30,2424565,138500,1056140,1229925,2464697,86568,1074592,1299221
2021-07-26,53,30,9654805,495000,3918220,5241585,8941528,373954,3528448,5033280
2021-07-26,40,30,4121080,222300,1811800,2086980,3405427,101908,1496061,1807358
2021-07-26,15,30,1976280,81700,787160,1107420,1711818,38908,596465,982680
2021-07-26,16,30,1735310,100100,727020,908190,1364448,54629,581735,726818
2021-07-26,11,30,1086665,54400,432100,600165,896041,28825,351201,515619
2021-07-26,19,30,3556995,188700,1478640,1889655,3115376,131420,1307239,1676588
2021-07-26,28,30,2767275,164600,1220260,1382415,2107734,62642,943990,1100088
2021-07-26,39,30,12737775,655500,5369880,6712395,11009100,448689,4467696,6077856
2021-07-26,26,30,11915240,651800,5025600,6237840,9749048,338084,3954893,5454652
2021-07-26,29,30,6430675,311400,2631820,3487455,5393906,182464,2031244,3179660
2021-07-26,5,30,2955830,178900,1348360,1428570,2397163,83608,1102908,1209990
2021-07-26,47,30,6608260,367800,2746120,3494340,5693429,177954,2291422,3206694
2021-07-26,32,30,3245540,184300,1273660,1787580,2930843,133673,1122650,1674506
2021-07-26,4,30,8426880,431000,3504280,4491600,7038803,252721,2965218,3812495
2021-07-26,6,30,50532455,2615800,20539960,27376695,44724529,1648009,17878466,25189748
2021-07-26,23,30,1900430,103100,817680,979650,1655018,108154,694188,852141
2021-07-26,20,30,3181175,173500,1394320,1613355,2676572,92210,1123503,1460073
2021-07-26,21,30,4619765,266500,2036620,2316645,4155151,172358,1803742,2178465
2021-07-26,33,30,1892300,116700,760220,1015380,1583065,60756,653049,869238
2021-07-26,37,30,12017820,646500,4983780,6387540,9630384,361019,3796694,5472230
2021-07-26,13,30,11536985,599200,4912780,6025005,8749742,232244,3677892,4837541
2021-07-26,42,30,16136585,1060700,6913200,8162685,14440736,564641,5941925,7933634
2021-07-26,56,30,524155,34000,253200,236955,442757,18587,208005,215928
2021-07-26,24,30,8713260,440400,3416280,4856580,7149954,274126,2741502,4125918
2021-07-26,17,30,15140315,850700,5954820,8334795,13513042,481417,5243313,7774492
2021-07-26,22,30,4226020,238100,1879880,2108040,3572685,133964,1597786,1839684
2021-07-26,27,30,6675470,349300,2675800,3650370,6043277,269995,2346354,3426134
2021-07-25,50,30,944740,52800,410800,481140,869494,40470,364434,463916
2021-07-25,33,30,1892300,116700,760220,1015380,1581875,60646,652865,868342
2021-07-25,25,30,9952860,444700,4000940,5507220,9080599,302216,3599040,5179132
2021-07-25,42,30,16136385,1060700,6913000,8162685,14427212,563884,5938159,7924633
2021-07-25,55,30,6322915,318700,2680740,3323475,6121563,246419,2502572,3371865
2021-07-25,48,30,32896995,1894600,13266440,17735955,27014323,1080481,10887632,15045451
2021-07-25,46,30,985735,59400,440740,485595,843069,27379,364077,451579
2021-07-25,11,30,1086665,54400,432100,600165,895177,28810,351023,514948
2021-07-25,27,30,6675470,349300,2675800,3650370,6038257,269757,2345269,3422438
2021-07-25,5,30,2955730,178900,1348260,1428570,2390909,83517,1099813,1206922
2021-07-25,15,30,1976280,81700,787160,1107420,1710041,38794,596238,981244
2021-07-25,35,30,2424565,138500,1056140,1229925,2462731,86485,1073902,1298030
2021-07-25,12,30,25779615,1694500,10472600,13612515,22247219,1093579,8742789,12349074
2021-07-25,19,30,3556995,188700,1478640,1889655,3115375,131420,1307239,1676587
2021-07-25,23,30,1900430,103100,817680,979650,1654785,108154,694037,852059
2021-07-25,31,30,2150430,108100,854000,1188330,1923753,70940,756176,1092894
2021-07-25,56,30,524155,34000,253200,236955,442718,18584,207983,215914
2021-07-25,24,30,8713260,440400,3416280,4856580,7143246,273950,2739760,4121151
